id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
DEF-0056,Operations & Missions,Operation Trident,Medium,MCQ,"Operation Trident, a decisive 1971 naval strike, targeted which port city?",Karachi,Chittagong,Gwadar,Ormara,A,"Missile boats of the Indian Navy struck Karachi harbour, sinking several Pakistani naval vessels and fuel installations.","4 December, the date of the operation, is now commemorated annually as Indian Navy Day.",15,45,"{""Operations & Missions"",""Operation Trident""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0057,Operations & Missions,Operation Rahat,Medium,MCQ,Operation Rahat (2015) was a large-scale evacuation mission conducted in which country?,Libya,Yemen,Lebanon,Sudan,B,The Indian armed forces evacuated thousands of Indian and foreign nationals from Yemen amid escalating conflict.,"The operation involved coordination between the Air Force, Navy, and Air India for the evacuation.",15,45,"{""Operations & Missions"",""Operation Rahat""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0058,Operations & Missions,Operation Maitri,Medium,MCQ,Operation Maitri (2015) was a humanitarian relief mission conducted in which neighbouring country after an earthquake?,Myanmar,Bhutan,Nepal,Bangladesh,C,The Indian armed forces provided rapid disaster relief following the devastating 2015 Nepal earthquake.,"Maitri' means 'friendship' in Sanskrit and Nepali, reflecting the humanitarian nature of the mission.",15,45,"{""Operations & Missions"",""Operation Maitri""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0059,Operations & Missions,Operation Safed Sagar,Medium,MCQ,Operation Safed Sagar refers to the Indian Air Force's campaign during which conflict?,Siachen conflict,1971 War,1965 War,Kargil War,D,This was the codename for the IAF's air operations supporting the ground offensive during the 1999 Kargil War.,It was the first time since 1971 that the IAF was used in an active combat role against Pakistan.,15,45,"{""Operations & Missions"",""Operation Safed Sagar""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0060,Operations & Missions,Operation Polo,Hard,MCQ,Operation Polo (1948) refers to India's military action to integrate which princely state?,Hyderabad,Junagadh,Kashmir,Goa,A,Operation Polo was a five-day military action that led to the accession of the princely state of Hyderabad to India.,The operation is also referred to in some historical accounts as the 'Police Action' in Hyderabad.,20,45,"{""Operations & Missions"",""Operation Polo""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0061,Operations & Missions,Operation Vijay (Junagadh),Hard,MCQ,India's action to integrate the princely state of Junagadh in 1947 is sometimes referred to by which name?,Operation Polo,"Operation Vijay was later used for Goa, not Junagadh; a plebiscite ultimately settled Junagadh's accession",Operation Meghdoot,Operation Trident,B,Junagadh's accession to India followed a February 1948 plebiscite after the Nawab initially acceded to Pakistan; it is generally not tied to a specific well-known military codename.,"Junagadh's ruler fled to Pakistan, and the state's administration was taken over by India before the plebiscite confirmed accession.",20,45,"{""Operations & Missions"",""Operation Vijay (Junagadh)""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0062,Operations & Missions,Operation Cactus Lily,Hard,MCQ,Cactus Lily' is a codename sometimes associated with Indian military operations in which theatre of the 1971 war?,Siachen,Eastern sector,Western sector,Rann of Kutch,C,Cactus Lily is used in some historical accounts referring to operations on the western front during the 1971 war.,"Details of lesser-known codenames from 1971 vary across sources, reflecting the complexity of documenting large multi-front campaigns.",20,45,"{""Operations & Missions"",""Operation Cactus Lily""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0063,Operations & Missions,Operation Rakshak,Medium,MCQ,Operation Rakshak refers to ongoing Indian Army operations focused on which task?,Peacekeeping abroad,Coastal surveillance,Disaster relief,Counter-insurgency in Jammu and Kashmir and the North-East,D,Operation Rakshak is a long-running counter-insurgency and counter-terrorism operation conducted by the Army in insurgency-affected regions.,"Unlike named wartime operations, Rakshak reflects a continuous internal security mission rather than a single campaign.",15,45,"{""Operations & Missions"",""Operation Rakshak""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0064,Operations & Missions,Operation Samudra Setu,Medium,MCQ,Operation Samudra Setu (2020) was launched by the Indian Navy for what purpose?,Repatriating Indian citizens stranded abroad during the COVID-19 pandemic,Anti-piracy patrols,Disaster relief after a cyclone,A joint naval exercise,A,Indian Navy ships were used to bring back thousands of Indian nationals stranded overseas during the pandemic.,This marked one of the largest peacetime deployments of Indian naval assets for a civilian evacuation mission.,15,45,"{""Operations & Missions"",""Operation Samudra Setu""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0065,Operations & Missions,Operation Ganga,Medium,MCQ,Operation Ganga (2022) was launched to evacuate Indian citizens from which conflict zone?,Afghanistan,Ukraine,Yemen,Sudan,B,Operation Ganga evacuated thousands of Indian students and citizens from Ukraine following the outbreak of the Russia-Ukraine conflict.,The operation involved coordination across multiple government ministries and used both civilian and military aircraft.,15,45,"{""Operations & Missions"",""Operation Ganga""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0066,Operations & Missions,Operation Devi Shakti,Medium,MCQ,Operation Devi Shakti (2021) involved the evacuation of Indian nationals from which country?,Sudan,Yemen,Afghanistan,Libya,C,This operation evacuated Indian citizens and some Afghan partners following the Taliban's takeover of Kabul in 2021.,"The name 'Devi Shakti' reflects the symbolic timing near the Navratri festival, which celebrates feminine strength.",15,45,"{""Operations & Missions"",""Operation Devi Shakti""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0067,Operations & Missions,Operation Kaveri,Medium,MCQ,Operation Kaveri (2023) evacuated Indian citizens from which African nation experiencing conflict?,Somalia,Libya,Ethiopia,Sudan,D,India evacuated thousands of citizens from Sudan amid the outbreak of fighting between rival military factions in 2023.,The operation used both naval vessels and military transport aircraft to complete the evacuation.,15,45,"{""Operations & Missions"",""Operation Kaveri""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0068,Operations & Missions,Operation Ajay,Medium,MCQ,Operation Ajay (2023) was launched to evacuate Indian nationals from which conflict-affected region?,Israel,Sudan,Ukraine,Afghanistan,A,Operation Ajay evacuated Indian citizens from Israel following the escalation of conflict in the region in October 2023.,Special charter flights were arranged as part of the operation to bring citizens home safely.,15,45,"{""Operations & Missions"",""Operation Ajay""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0069,Operations & Missions,Operation Falcon,Hard,MCQ,Operation Falcon (1986-87) was an Indian Army build-up in response to tensions along which border?,The Pakistan border in Punjab,The Sino-Indian border near Sumdorong Chu,The Bangladesh border,The Nepal border,B,Operation Falcon involved a rapid Indian military build-up in Arunachal Pradesh following a standoff at Sumdorong Chu with China.,"The crisis eventually eased through diplomatic engagement, without escalating into open conflict.",20,45,"{""Operations & Missions"",""Operation Falcon""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0070,Operations & Missions,Operation Leech,Hard,MCQ,Operation Leech (1998) was a covert Indian Navy operation targeting what activity in the Andaman Sea?,Illegal fishing fleets,Drug trafficking by cartels,Gun-running and piracy by armed groups,Smuggling of antiquities,C,The operation targeted a group involved in arms smuggling intercepted near the Andaman and Nicobar Islands.,Details of the operation remained classified for years before being partially declassified in later accounts.,20,45,"{""Operations & Missions"",""Operation Leech""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0071,Operations & Missions,Operation Cactus,Hard,MCQ,Approximately how quickly were Indian paratroopers deployed to the Maldives after the government's request during Operation Cactus?,"Within 48 hours precisely, per most accounts",Within a week,Within a month,Within about 24 hours,D,"Indian forces were mobilised and airlifted with remarkable speed, landing in the Maldives within roughly a day of the request.",The rapid response is often cited in military studies as a model for expeditionary rapid-reaction capability.,20,45,"{""Operations & Missions"",""Operation Cactus""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0072,Operations & Missions,Operation Meghdoot,Medium,MCQ,"Since Operation Meghdoot, India has maintained a continuous military presence on the Siachen Glacier for how long, roughly?",Over four decades,About one decade,About two years,About two decades,A,"India has continuously held positions on the glacier since 1984, making it one of the longest continuous high-altitude deployments in military history.",Logistics to sustain troops there require some of the most advanced high-altitude warfare equipment in the world.,15,45,"{""Operations & Missions"",""Operation Meghdoot""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0073,Operations & Missions,Operation Python,Medium,MCQ,Operation Python (1971) was a follow-up naval strike targeting which facility near Karachi?,Naval dockyard in Chittagong,Oil storage tanks at Karachi,Airbase in Sargodha,Radar installation in Lahore,B,"Days after Operation Trident, Indian missile boats struck Karachi's oil storage facilities, causing massive fires.",The twin strikes severely disrupted Pakistan's naval logistics and fuel supplies during the war.,15,45,"{""Operations & Missions"",""Operation Python""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0074,Operations & Missions,Operation Blue Star,Hard,MCQ,Which Indian Army General commanded the overall operation during Operation Blue Star?,Gen Bipin Rawat,Field Marshal Sam Manekshaw,Lt Gen Kuldip Singh Brar,Lt Gen Sagat Singh,C,Lt Gen Kuldip Singh Brar led the operation to clear militants from the Golden Temple complex.,The operation triggered significant political and social repercussions that continued to affect India for years afterward.,20,45,"{""Operations & Missions"",""Operation Blue Star""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0075,Operations & Missions,Operation Pawan,Hard,MCQ,"The Indo-Sri Lanka Accord, which Operation Pawan was meant to enforce, was signed in which year?",1971,1984,1990,1987,D,The accord was signed by Indian PM Rajiv Gandhi and Sri Lankan President J.R. Jayewardene in July 1987.,"The IPKF's mission grew increasingly complex as it found itself in direct conflict with the LTTE, a group it was meant to help disarm.",20,45,"{""Operations & Missions"",""Operation Pawan""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0076,Operations & Missions,Operation Vijay (Kargil),Medium,MCQ,Roughly how many peaks and posts did Indian forces have to recapture during Operation Vijay in Kargil?,Over 100 posts across several sectors,Exactly 5 major peaks,A single ridge line,Fewer than 10 posts,A,"Indian forces fought to reclaim numerous posts across the Dras, Kargil, Batalik, and Mushkoh sectors.","The operation required extensive high-altitude mountaineering skills combined with combat, a rare operational challenge.",15,45,"{""Operations & Missions"",""Operation Vijay (Kargil)""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0077,Operations & Missions,Operation Rakshak,Hard,MCQ,Operation Rakshak is primarily associated with which two Indian Army commands due to their counter-insurgency responsibilities?,Southern Command and Central Command,Northern Command and forces in the North-East,Eastern Naval Command and Western Naval Command,South Western Air Command and Central Air Command,B,"Forces under Northern Command handle counter-insurgency in Jammu and Kashmir, while separate formations handle North-East insurgency operations, both often grouped under the Rakshak framework.",The operation reflects the Army's long-standing internal security role alongside its conventional defence responsibilities.,20,45,"{""Operations & Missions"",""Operation Rakshak""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0078,Operations & Missions,Operation Talwar,Hard,MCQ,Operation Talwar' is a name sometimes used in accounts of Indian naval or army operations during which conflict?,1971 War,1965 War,Kargil War (naval blockade component),Siachen conflict,C,"During the Kargil War, the Indian Navy conducted a forward deployment and blockade posture referred to in some accounts as Operation Talwar.",This naval posture aimed to deter any wider escalation by Pakistan during the Kargil conflict.,20,45,"{""Operations & Missions"",""Operation Talwar""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0079,Operations & Missions,Operation Gulmarg,Hard,MCQ,Operation Gulmarg refers to which side's plan during the 1947-48 Kashmir conflict?,Pakistan's plan for the Rann of Kutch,India's airlift to Srinagar,The UN's ceasefire monitoring plan,Pakistan's plan to send tribal raiders into Kashmir,D,Operation Gulmarg was reportedly the Pakistani plan to send armed tribal lashkars into Kashmir to force its accession.,This operation is what triggered the Maharaja of Kashmir's request for Indian military assistance and his subsequent accession to India.,20,45,"{""Operations & Missions"",""Operation Gulmarg""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0080,Operations & Missions,Operation Cactus,Medium,MCQ,Which branch of the Indian armed forces played the lead role in the initial airlift during Operation Cactus?,Indian Air Force paratroopers (Army units airlifted by the IAF),Indian Navy marine commandos alone,Indian Coast Guard,Border Security Force,A,"Army paratroopers were flown in by IAF transport aircraft, landing directly at Malé's airport to secure the situation.",Naval vessels were also dispatched afterward to help intercept the fleeing coup plotters by sea.,15,45,"{""Operations & Missions"",""Operation Cactus""}",NDA/CDS/SSB,AI-generated for Forge platform,,,,,,,,,,,,
