id,source_file,category,subcategory,question_type,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
SRT0088,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"He wants to organise a cricket match at his college, but his opponent has approached the authorities for a hockey match.",,,,,,
SRT0089,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"At the college gate, he finds an unclaimed bag. The bag contains explosives, but before he can take any action, people see him with the bag. They are suspecting him and hence want to take him to the police station.",,,,,,
SRT0090,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He is driving down with his family members from a hill station and the brakes of the vehicle fail.,,,,,,
SRT0091,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"His sister has gone to meet her friend in Nagaland. The friend came to receive her at the bus stop. The friend picked up his sister's suitcase and went ahead. His sister was enjoying the beauty of the place. In the meanwhile, she saw 50 Nagas approach her. They were barely 20 yards away.",,,,,,
SRT0092,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"While delivering a lecture, he finds the audience is not showing any interest.",,,,,,
SRT0093,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,"He cannot find any job due to massive unemployment. But he is still keen on finding a job and working. His father asks him to join his business, which he has refused many times earlier.",,,,,,
SRT0094,Forge_Master_Content.csv,Ethics,SRT,SRT,High,"In a drought-affected area, the relief is coming but not reaching the affected persons. He is a social worker.",,,,,,
SRT0095,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"He is walking on the street and suddenly finds that his sister's chain has been snatched and his purse is stolen. Before he could decide on any course of action, one lady has been stabbed and her car has collided with an auto rickshaw. Two people are injured seriously.",,,,,,
SRT0096,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"His team is to play a match after five minutes, but the players do not seem to be in good shape. During the interval he comes to know that most of the players were given toxic material in sweets just before the start of the match by his opponent.",,,,,,
SRT0097,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He is going in a boat alone. He finds a person struggling and is about to drown. He is not a very good swimmer.,,,,,,
SRT0098,Forge_Master_Content.csv,Disaster Management,SRT,SRT,Medium,A fire breaks out in the neighbourhood. He sees enough people are already fighting the fire.,,,,,,
SRT0099,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,"If, in a group, his opinion differs from that of other members, he...",,,,,,
SRT0100,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"The vice chancellor is to visit his college to preside over a function. He was asked to make arrangements for it. But now, the charge is being given to another person.",,,,,,
SRT0101,Forge_Master_Content.csv,Military Context,SRT,SRT,High,"During an army attachment camp, his batch of volunteers declared a strike because of the rude behaviour of a Junior Commissioned Officer and so he...",,,,,,
SRT0102,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"He was a member of the cricket team and once, the captain did not turn up for the match.",,,,,,
SRT0103,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,"His captain was injured before a crucial match, he was asked to lead the match.",,,,,,
SRT0104,Forge_Master_Content.csv,Decision Making,SRT,SRT,Low,He was on his way to home and suddenly it started raining heavily.,,,,,,
SRT0105,Forge_Master_Content.csv,Family,SRT,SRT,Medium,His brother wants to get admission in a medical college but his marks falls short by 1% for admission.,,,,,,
SRT0106,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He has to go to a city with cash for work but the way is dangerous because of dacoits.,,,,,,
SRT0107,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He was travelling by a train & suddenly a person snatches purse from lady & jumps out of train.,,,,,,
SRT0108,Forge_Master_Content.csv,Decision Making,SRT,SRT,High,"He is going to sign a contract, suddenly he got news that one of his friend who had helped him once, met an accident and is in ICU.",,,,,,
SRT0109,Forge_Master_Content.csv,Decision Making,SRT,SRT,Medium,He had boarded a wrong train and came to know only when he was asked to pay money to TT.,,,,,,
SRT0110,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,He saw his girlfriend walking with another person on his way.,,,,,,
SRT0111,Forge_Master_Content.csv,Ethics,SRT,SRT,Low,He was driving the bike without helmet and the traffic police caught him.,,,,,,
SRT0112,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He was in charge of wireless board in a sailing ship which lost its communication with the coast.,,,,,,
SRT0113,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Medium,He went for the picnic with his friends and on the way he had hot arguments with them.,,,,,,
SRT0114,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,"There is a person who sells smuggled goods. He too, like many others, have purchased a wristwatch from him. But it doesn't work.",,,,,,
SRT0115,Forge_Master_Content.csv,Decision Making,SRT,SRT,Low,He urgently needed money.,,,,,,
SRT0116,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Low,He is getting late in reaching meeting.,,,,,,
SRT0117,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,He find his hostel roommate not very friendly with him.,,,,,,
SRT0118,Forge_Master_Content.csv,Family,SRT,SRT,High,His mom is seriously ill and his boss doesn't grant leave.,,,,,,
SRT0119,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,His friend was copying from book in examination hall.,,,,,,
SRT0120,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"During a trekking trip, he was left alone in the jungle.",,,,,,
SRT0121,Forge_Master_Content.csv,Decision Making,SRT,SRT,Low,"He was weak in studies, and knew that he could not do well in his education.",,,,,,
SRT0122,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He was playing outdoor and his brother got seriously injured and it started to rain heavily.,,,,,,
SRT0123,Forge_Master_Content.csv,Disaster Management,SRT,SRT,Medium,He had exams the next day & the road to his school was flooded with continuous rain for last two days.,,,,,,
SRT0124,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He was walking on a dark street with his girlfriend then suddenly 10 armed people came & started harassing his girlfriend. The next police station was 10 km away.,,,,,,
SRT0125,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,His friend was always quarrelling with him and the papers were near.,,,,,,
SRT0126,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Medium,"His boss gives a piece of work and orders him to follow his instructions to complete the work, but the work is difficult to finish within time.",,,,,,
SRT0127,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"He saw a snake moving near to the bed while his younger brother was sleeping, when he enters his room.",,,,,,
SRT0128,Forge_Master_Content.csv,Military Context,SRT,SRT,High,He received an urgent order from his commander. But he feel that order passed on to him is wrong.,,,,,,
SRT0129,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He is driving a car on highway at full speed suddenly brakes fail.,,,,,,
SRT0130,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,His joke was well meant but still his friend became angry.,,,,,,
SRT0131,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,In free period he wanted to study but his friends were continuously disturbing him.,,,,,,
SRT0132,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Medium,In a fit of anger his friend hit him.,,,,,,
SRT0133,Forge_Master_Content.csv,Emergency,SRT,SRT,High,While hunting he and his brother lost way in dark (night) in jungle and he has no light.,,,,,,
SRT0134,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,He is serving under two senior officers who always give conflicting orders.,,,,,,
SRT0135,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,Generally people don't listen to his argument.,,,,,,
SRT0136,Forge_Master_Content.csv,Time Pressure,SRT,SRT,Low,He went to library for a very urgent book and found that all its copies were already issued to others.,,,,,,
SRT0137,Forge_Master_Content.csv,Decision Making,SRT,SRT,Low,He was not getting enough salary for his job.,,,,,,
SRT0138,Forge_Master_Content.csv,Emergency,SRT,SRT,High,The sea was very rough and it was night. Ship duty officer fell in sea while taking a round.,,,,,,
SRT0139,Forge_Master_Content.csv,Emergency,SRT,SRT,High,The tractor dashed against a fast moving truck and the driver were thrown off into ditches. He was just away from it.,,,,,,
SRT0140,Forge_Master_Content.csv,Ethics,SRT,SRT,Medium,As monitor of his class he had to put up the names of those who had not done their homework. His friend was also a culprit.,,,,,,
SRT0141,Forge_Master_Content.csv,Family,SRT,SRT,Medium,His father needed treatment and he was short of money.,,,,,,
SRT0142,Forge_Master_Content.csv,Family,SRT,SRT,Medium,He returns late in night from NCC camp. His step mother did not allowed him to enter the house.,,,,,,
SRT0143,Forge_Master_Content.csv,Emergency,SRT,SRT,High,On opening the door of his bathroom in his room he finds a big snake hanging from the ceiling.,,,,,,
SRT0144,Forge_Master_Content.csv,Emergency,SRT,SRT,High,All his family members are ill and his father is out of town. There is no money in the home.,,,,,,
SRT0145,Forge_Master_Content.csv,Family,SRT,SRT,Medium,He was forced by his father to join the Railways but he was really not of his interest.,,,,,,
SRT0146,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,They decide to give a treat to their retiring professor. He wants to give a dinner party whilies his friends want just a tea-party.,,,,,,
SRT0147,Forge_Master_Content.csv,Leadership,SRT,SRT,Medium,The leader of his trekking team decides to take a longer route when time is running out.,,,,,,
SRT0148,Forge_Master_Content.csv,Emergency,SRT,SRT,High,"They are climbing a steep wall with help of ropes & some of them reach the top, when the rope gives away.",,,,,,
SRT0149,Forge_Master_Content.csv,Team Conflict,SRT,SRT,Low,His friends' are having heated arguments over a point.,,,,,,
SRT0150,Forge_Master_Content.csv,Family,SRT,SRT,High,He is in final year BA and his father lost the job and his family facing money problems.,,,,,,
SRT0151,Forge_Master_Content.csv,Social Responsibility,SRT,SRT,Medium,He is going to market with his sister and some boys start doing mischief with his sister.,,,,,,
SRT0152,Forge_Master_Content.csv,Emergency,SRT,SRT,High,He are walking down the road one fine afternoon and a man steals a lady's hand bag and in the process stabs the lady.,,,,,,
PI0001,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Tell me how do you travel from your home to here,,,,,,
PI0002,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Talk to me a little more about your daily routine on a typical working day which could be Monday to Friday or Monday to Saturday and how is that routine different on a Sunday or a holiday,,,,,,
PI0003,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,How do you think you performed what is your experience like,,,,,,
PI0004,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Tell me something about yourself?,,,,,,
PI0005,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,What is the meaning of your name?,,,,,,
PI0006,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Which is your native place?,,,,,,
PI0007,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Tell me something about your home town.,,,,,,
PI0008,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,What are the population/ language/ important features/ tourist places of your place?,,,,,,
PI0009,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,What things do you like about your native place?,,,,,,
PI0010,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,How would you describe yourself?,,,,,,
PI0011,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,"What is the meaning of your name, good and bad qualities of family members, your strengths weaknesses etc.?",,,,,,
PI0012,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Does taking coaching or following a website dedicated to SSB helps?,,,,,,
PI0013,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,What do you do to keep yourself fit? If run/jog then calculate the speed.,,,,,,
PI0014,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,"Are you in a relationship? If yes then how intimate if no then why, are you homosexual?",,,,,,
PI0015,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,What kind of guy/girl would you like to marry?,,,,,,
PI0016,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Suppose if God appears in front of you and asks you to change something from your past what will you wish for?,,,,,,
PI0017,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Let me know something about lakau,,,,,,
PI0018,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,How many places you have explored till now in lak now,,,,,,
PI0019,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Tell me your routine of working days and routine of holidays,,,,,,
PI0020,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Compare Varanasi with pragaraj,,,,,,
PI0021,Forge_Master_Content.csv,Self Introduction,Personal Interview,Personal Interview,Medium,Please tell me what are some of the things that you would like to do for fun and recreation outside your working place?,,,,,,
PI0022,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Tell me something about your parents aric your father your mother you have a younger brother your younger brother what do you like about them what you not like about them if there is one quality in each of them you want to change which is that quality,,,,,,
PI0023,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,If you have a secret to tell who will you tell father mother,,,,,,
PI0024,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Tell me one secret you told your father and not told your mother,,,,,,
PI0025,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,What is your mother/father's educational qualification?,,,,,,
PI0026,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,What is the job of your mother/father?,,,,,,
PI0027,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,What is the monthly income of your family?,,,,,,
PI0028,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,How many brothers and sisters do you have? What is their qualification? What are they doing presently?,,,,,,
PI0029,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,"Now I would be interested to know about your family. Suppose you tell me about your parents i.e. about your father and mother, their occupation, how do you spend time together, your activities at home, about other members of your family like brothers, sisters, and grandparents.",,,,,,
PI0030,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Whom do you approach for help when you have problems and you want to confide.,,,,,,
PI0031,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Normally what are the activities in which you get personally involved with your family?,,,,,,
PI0032,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Who is stricter in your family? An example for the same.,,,,,,
PI0033,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,How's your bonding with your parents and uh with your sibling,,,,,,
PI0034,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Make comparison between you and your sister who personality is better,,,,,,
PI0035,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Tell me two good qualities of your sister and two bad qualities that you don't like in her,,,,,,
PI0036,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,Tell me two qualities of your father that you don't like,,,,,,
PI0037,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,To whom you love more your mother or father,,,,,,
PI0038,Forge_Master_Content.csv,Family,Personal Interview,Personal Interview,Medium,"Now I will be interested to know about your family. You please tell me about your parents, i.e. about your father and mother, their occupation, the other members of your family like brother, sister, grandparents, etc. How do you spend time together, your activities at home, whom do you approach for help when you have problems or when you want to confide someone?",,,,,,
PI0039,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,How many friends do you have what kind of friends are there what do you do with your friends tell me three specific activities and moments in those activities that you felt were the most memorable or most interesting and please tell me one naughty thing you've done with your friends,,,,,,
PI0040,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,Tell me one quality in you each of your three best friends will change,,,,,,
PI0041,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,How do you decide your friends?,,,,,,
PI0042,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,How many friends do you have?,,,,,,
PI0043,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,How have you helped your friend in their time of need?,,,,,,
PI0044,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,"Among your friends, to whom do you share your personal things?",,,,,,
PI0045,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,How would your friends describe you?,,,,,,
PI0046,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,Similarities and differences between you and your lover.,,,,,,
PI0047,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,Tell me how many friends that you made during that uh 10th class till 12th class,,,,,,
PI0048,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,Tell me something about your best friend,,,,,,
PI0049,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,What best friend gives you two suggestions what say about you,,,,,,
PI0050,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,What was so important what you she should come and meet you,,,,,,
PI0051,Forge_Master_Content.csv,Friends,Personal Interview,Personal Interview,Medium,"Who are your friends in neighborhood and what social, cultural or other activities you have undertaken in their company?",,,,,,
PI0052,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Starting from 8th standard hardik tell me something about the school you went the marks you got the subjects you liked the subjects you did not like in your academic career,,,,,,
PI0053,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Name three teachers that you think were the most impressive teachers why do you think these three teachers have impressed you so much tell me one sentence about each of them,,,,,,
PI0054,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Name three teachers that have impressed you less and tell me one sentence about each of them also,,,,,,
PI0055,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Tell me any one principle in physics chemistry or mathematics you like the best,,,,,,
PI0056,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Tell me one concern you told her,,,,,,
PI0057,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Which school and college did you attend from primary to graduate level?,,,,,,
PI0058,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,What is your favourite area of study/subject?,,,,,,
PI0059,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Which teacher do you like very much and why?,,,,,,
PI0060,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Tell me about your specific achievements during your study.,,,,,,
PI0061,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Did you choose your area of study or group of study by yourself or did you do that by compulsion?,,,,,,
PI0062,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,"How much did you score in your tenth, twelfth, college?",,,,,,
PI0063,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,What is the reason behind your poor grades?,,,,,,
PI0064,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,"Tell me about your education starting from middle school level, say 8th standard onwards, and working up to your present level of education.",,,,,,
PI0065,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Let me know about your uh education is starting from 9th onwards uh like uh you opted subject science background why you oped science subject,,,,,,
PI0066,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,How many exams you appeared after class 12th,,,,,,
PI0067,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Tell me uh who is your best teacher and tell me your favorite subject also,,,,,,
PI0068,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,Tell me your best moment and your memorable moment during your school days,,,,,,
PI0069,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,If you run 2 kilm in 15 minutes how many kilometers per hour are you running,,,,,,
PI0070,Forge_Master_Content.csv,Education,Personal Interview,Personal Interview,Medium,"Please tell me about your education starting from middle school level, say class VIII onwards working up to your present level of education. I would be interested in the subject you liked best, those you did not care much about, grades achieved in examinations, efforts put in towards extracurricular/co-curricular activities that were available in your school, the events you took part in, any special achievements in the fields.",,,,,,
PI0071,Forge_Master_Content.csv,NCC,Personal Interview,Personal Interview,Medium,Why you haven't joined NCC?,,,,,,
PI0072,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What have you been doing the last one year did you take admission somewhere if so where if you did not why not did you appear for JE if you did what was your score if you did not why not,,,,,,
PI0073,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,Tell me three specific things you doing to prepare for the SSB,,,,,,
PI0074,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What is your current occupation?,,,,,,
PI0075,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,"Presently, what are you doing?",,,,,,
PI0076,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,Why are you interested in working for this company?,,,,,,
PI0077,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What position do you serve in your company?,,,,,,
PI0078,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What is the nature of your work?,,,,,,
PI0079,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,How much is the turnover/sales of your company?,,,,,,
PI0080,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What are the future prospects of yours?,,,,,,
PI0081,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,Why do you want to leave your current job?,,,,,,
PI0082,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What are your long range goals?,,,,,,
PI0083,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,Why aren't you focusing on earning more money at this stage of your career,,,,,,
PI0084,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,How have you prepared for SSB?,,,,,,
PI0085,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What special preparation you have done this time to ensure success?,,,,,,
PI0086,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What are your other career options?,,,,,,
PI0087,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,How is your higher education plan after 12th class,,,,,,
PI0088,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,What is your priority J or NDA,,,,,,
PI0089,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,If you're not selected in this attempt what is the next plan,,,,,,
PI0090,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,Tell me something you finished your graduation few months back 6 months back what have you been doing the last 6 months what are your plans for the next 6 months 1 year 2 years,,,,,,
PI0091,Forge_Master_Content.csv,Career Goals,Personal Interview,Personal Interview,Medium,"Please begin by telling me about your job/previous job, what duties did you perform? What were your likes/dislikes about this job? What were your working conditions and earnings?",,,,,,
PI0092,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,Do you think you're physically fit,,,,,,
PI0093,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,What are your strengths and weaknesses?,,,,,,
PI0094,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,What motivates you to do your best on the job?,,,,,,
PI0095,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,Tell me about your ability to work under pressure.,,,,,,
PI0096,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,Why should we select you?,,,,,,
PI0097,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,What motivates you?,,,,,,
PI0098,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,What have you done specifically yes so that you could get recommended tell me three specific things you've done to improve yourself,,,,,,
PI0099,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,What is it that you can do which will convince me that you're physically fit,,,,,,
PI0100,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,Tell me one place where you have used these qualities that you spoke about,,,,,,
PI0101,Forge_Master_Content.csv,Strengths,Personal Interview,Personal Interview,Medium,Please tell me what you feel are the strong points or assets in your personality and what would you like to improve or develop further?,,,,,,
PI0102,Forge_Master_Content.csv,Weaknesses,Personal Interview,Personal Interview,Medium,Tell me what you cannot do but you want to do,,,,,,
PI0103,Forge_Master_Content.csv,Weaknesses,Personal Interview,Personal Interview,Medium,If there's one quality in you each of them would like to change which is that quality,,,,,,
PI0104,Forge_Master_Content.csv,Weaknesses,Personal Interview,Personal Interview,Medium,Tell me two fears of your life things that you offra of,,,,,,
PI0105,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,Tell me a situation when you had to work in a team environment. How was your performance?,,,,,,
PI0106,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,What role do you play while playing?,,,,,,
PI0107,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,What are the duties of a captain?,,,,,,
PI0108,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,What's the most difficult part of being a captain?,,,,,,
PI0109,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,Do you prefer to work independently or on a team?,,,,,,
PI0110,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,"If you are doing a job, what problems do you face? How you tackle them?",,,,,,
PI0111,Forge_Master_Content.csv,Leadership,Personal Interview,Personal Interview,Medium,Tell me any one Brave or courageous thing you've done in the last six months,,,,,,
PI0112,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,What if you don't get recommended?,,,,,,
PI0113,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,What is your greatest failure and what did you learn from it?,,,,,,
PI0114,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,Why did you fail last time (Repeaters)?,,,,,,
PI0115,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,What was the reason that you got rejected in your previous attempt and how did you overcome,,,,,,
PI0116,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,How many times were you screened out,,,,,,
PI0117,Forge_Master_Content.csv,Failure,Personal Interview,Personal Interview,Medium,Why do you think you got screened out,,,,,,
PI0118,Forge_Master_Content.csv,Success,Personal Interview,Personal Interview,Medium,Tell me an example of an important goal you set and how you achieved it.,,,,,,
PI0119,Forge_Master_Content.csv,Success,Personal Interview,Personal Interview,Medium,Describe the biggest challenge you have had in your job and how you handled it?,,,,,,
PI0120,Forge_Master_Content.csv,Success,Personal Interview,Personal Interview,Medium,What are your two accomplishments at your present job?,,,,,,
PI0121,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,How much pocket money did you get when you were in college and how did you utilise it?,,,,,,
PI0122,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,How can you say that you are responsible? Give few incidents from your life to show that you are responsible.,,,,,,
PI0123,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,"How do you meet monetary requirements, i.e. how much pocket money do you get and how do you spend it.",,,,,,
PI0124,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,Tell me your participation in other activities in your school how many responsibilities you took over,,,,,,
PI0125,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,How many years responsibilities you take over at home in his absence,,,,,,
PI0126,Forge_Master_Content.csv,Responsibility,Personal Interview,Personal Interview,Medium,What is your average monthly expenditure in the last 12 months and give me a breakdown of last month's expenditure,,,,,,
PI0127,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Tell me one string of one names of all the six strings of the guitar,,,,,,
PI0128,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Show me with your fingers F cord how will you show it,,,,,,
PI0129,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What activities do you do on your holidays?,,,,,,
PI0130,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What is your favourite hobby and why?,,,,,,
PI0131,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,How long do you have this as a hobby?,,,,,,
PI0132,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Describe about the things that you have learned from your hobby.,,,,,,
PI0133,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Give details of your extra-curricular activities.,,,,,,
PI0134,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Why did you not continue this activity?,,,,,,
